835	531	1
836	565	4
837	644	1
838	698	1
839	741	1
840	832	1
841	947	1
842	961	5
843	55	1
844	954	1
845	31	1
846	38	1
847	57	1
848	75	1
849	83	1
850	140	4
851	144	1
852	147	1
853	222	1
854	242	1
855	270	1
856	284	1
857	289	1
858	364	1
859	372	1
860	382	1
861	386	4
862	391	1
863	394	1
864	399	1
865	413	1
866	432	1
867	437	1
868	441	1
869	482	1
870	484	4
871	496	1
872	581	1
873	622	1
874	783	1
875	820	4
876	842	4
877	887	1
878	918	1
879	942	4
880	968	1
881	985	1
882	116	4
883	121	4
884	138	4
885	379	4
886	423	4
887	480	4
888	505	4
889	535	4
890	659	4
891	726	4
892	892	4
893	387	1
894	577	1
895	797	1
896	913	1
897	193	4
898	48	4
899	966	4
900	200	3
901	345	4
902	569	1
903	572	4
904	605	4
905	715	1
906	234	4
907	455	4
908	925	4
909	51	4
910	582	4
911	182	4
912	300	4
913	402	4
914	63	4
915	323	4
916	571	4
917	692	4
918	700	4
919	59	1
920	76	4
921	130	1
922	153	1
923	304	4
924	416	1
925	450	1
926	489	1
927	492	1
928	498	1
929	522	1
930	532	1
931	566	1
932	597	1
933	641	1
934	673	1
935	706	4
936	707	1
937	752	1
938	905	1
939	273	4
940	448	4
941	163	4
942	268	4
943	336	4
944	50	4
945	418	4
946	703	4
947	141	1
948	506	1
949	585	4
950	801	1
951	805	1
952	817	1
953	880	1
954	955	1
955	176	4
956	233	4
957	660	4
958	764	4
959	927	1
960	730	4
961	213	4
962	251	3
963	971	4
964	909	4
965	71	4
966	99	4
967	161	4
968	162	4
969	454	4
970	613	4
971	637	4
972	711	4
973	895	4
974	362	4
975	977	1
976	509	4
977	405	4
978	984	4
979	866	4
980	714	4
981	940	4
982	253	4
983	368	4
984	396	4
985	538	4
986	557	4
987	220	4
988	738	4
989	865	4
990	953	4
991	814	4
992	744	4
993	317	4
994	330	4
995	431	4
996	676	4
997	283	4
998	767	4
999	737	4
